PWSID,FacilityID,SamplePointID,HAA.Group,BCAA,BDCAA,DBCAA,DBAA,DCAA,MBAA,MCAA,TBAA,TCAA
IL0975227,3,S2HT1,HAA5,2.78,3.9775,0.9915,0.76825,5.8225,1.155,0,0,8.5725
IL0975615,30001,DS1,HAA5,3.46025,2.86775,0.9785,0.8785,9.32225,0.36825,0,0,5.27325
IL0977350,1,S2HT2,HAA5,1.915,1.25,0.68925,0.83925,2.9,0,0,0,1.114
IL0990800,7,S2HT1,HAA5,0.5365,0,0.8375,1.735,0,0,0,1.175,0
IL0990850,7,S2HT1,HAA5,0.28,0,0.555,2.4,0,0.224,0,1.355,0
IL0995030,3,S2HT1,HAA5,2.95,2.875,0.4125,0.4175,12.65,0,0.6,0,13.425
IL1030200,14,S2DBP1,HAA5,1.29,1.75,0.345,0,5.31,0.92,0,0,4.69
IL1050550,30001,DS1,HAA5,0.3735,0,0.23,2.4435,0,0.554,0,0,0
IL1055030,3,S2HT2,HAA5,2.175,0,0,0.38,8.425,0,0,0,3.325
IL1075030,9,S2DBP1,HAA5,1.4,4.25,1.055,0.69,5.05,0,0,0,7.35
IL1090350,3,S2HH1,HAA5,9.355,5.865,4.125,6.125,8.0425,2.62,0,0,5.4525
IL1110050,14,S2HT1,HAA5,4.365,5.35,1.75,1.473,11.19,0,0,0,7.375
IL1110100,18,S2HH1,HAA5,2.895,2.035,1.935,2.48,2.445,0.739,0,0,1.485
IL1110150,17,S2HT2,HAA5,3.33,1.435,1.605,5.67,2.21,1.18,0,1.3,0.7415
IL1110350,11,S2HT2,HAA5,0.6595,0.797,0,0,1.63,0,0,0,2
IL1110400,17,S2HT1,HAA5,2.205,3.96,2.39,1.1455,2.075,0.364,0,0,4.3
IL1110600,14,S2HH1,HAA5,3.845,3.945,2.12,1.965,3.91,2.07,0,0,3.37
IL1110950,9,S2DBP1,HAA5,3.81,5.66,1.43,1.13,7.515,1.365,0,0,9.365
IL1130200,3,S2HH2,HAA5,4.62,2.97,0.81825,0.931,17.525,0.18475,0.8325,0,6.325
IL1130900,17,S2DBP1,HAA5,1.5375,0.2905,0.1705,0.5005,6.01,0.73,0,0,0.9875
IL1150150,2,S2HH1,HAA5,4.375,1.235,0.495,1.145,12.25,0,0.625,0,3.45
IL1175100,30001,DS1,HAA5,1.95725,0.72925,0,0,13.81,0.085,1.74975,0,4.968
IL1190150,9,S2HT2,HAA5,1.97,1.2,1.63,3.05,0.934,0.933,0,0,0
IL1190250,11,S2HT2,HAA5,2.98,2.245,1.4,1.98,3.145,0,0,0,1.655
IL1190300,1,S2DBP1,HAA5,3.22,2.585,1.69,2.025,2.345,0.91,0,0,1.995
IL1191000,6,S2HT1,HAA5,3.3,3.9,5.15,4.05,1.75,0.52,0,0,1.15
IL1191150,7,S2DBP1,HAA5,4.195,4.895,1.1885,0.912,10.795,1.155,0,0,9.555
IL1194280,8,S2DBP1,HAA5,2.5,0,0.841,4.875,0,0.387,0,0,0
IL1195030,3,S2HH1,HAA5,2.05,1.09,0,0.0925,15.25,0,0,0,10.625
IL1195150,2,S2HH4,HAA5,4.45,2.35,0.1725,0.515,17,0.095,0.725,0,8.775
IL1195220,30001,DS1,HAA5,2.13575,2.70675,0.208,0.1205,9.16675,0.1225,0,0,11.97925
IL1214220,90003,S2HT1,HAA5,2.2975,1.75225,0.3815,0.5075,9.22,0.89,1.4375,0,5.2525
IL1310050,30001,DS1,HAA5,0.7125,0.293,0,0.4775,0.7625,0,0,0,0
IL1330300,1,S2HT3,HAA5,2.025,0.8225,0,0.155,8.3,0,0,0,7.825
IL1350400,30001,DS1,HAA5,2.659,1.101,0.243,0.3055,16.49075,0,0.952,0,6.27275
IL1370200,3,S2HT2,HAA5,5.6675,2.62,1.295,2.39,11.5875,0.275,5.575,0,4.835
IL1390300,30001,DS2,HAA5,6.358,4.8645,2.2115,2.6005,15.393,0.932,1.412,0,7.661
IL1410100,30001,DS2,HAA5,0.537,0,0,0.1855,1.2165,0,0,0,0.3745
IL1410450,30001,DS1,HAA5,0.7675,0.577,0.3475,0.176,1.777,0,0,0,0.736
IL1430080,30001,DS1,HAA5,0,0,0,0,0.258,0,0,0,0.524
IL1435030,20,S2HH2,HAA5,3.6,2.45,0.925,1.06,6.8,0.185,0,0,4.425
IL1490050,30001,DS2,HAA5,2.197,1.764,0.7555,1.8375,1.6375,0.586,0,0,0.333
IL1570400,30001,DS1,HAA5,0.194,0,0,0.1845,0.1965,0,0,0,0
IL1570600,30001,DS3,HAA5,5.928,5.73025,0.905,0.6185,29.60775,0.3855,1.13825,0,23.6405
IL1610100,30001,DS1,HAA5,0,0,0,0.2645,0.6455,0,0,0,0
IL1610250,3,S2HH1,HAA5,1.83,1.215,0,0,17.75,0.6425,1.48,0,7.8625
IL1610450,3,S2HT1,HAA5,1,0,0,0,13.6,0,1.475,0,0.855
IL1610650,3,S2HT1,HAA5,2.2075,1.4775,0,0,26.775,0.405,0.58,0,15.925
IL1614260,30001,DS2,HAA5,0.5455,0,0,0,1.053,0,1.6165,0,0.695
IL1630250,3,S2HH2,HAA5,3.1425,3.1255,0,0.40125,57.6075,3.365,2.95,0,66.6325
IL1631100,3,S2HT1,HAA5,3.025,3.6225,0.2975,0.1775,18.625,0.175,1.825,0,26.5
IL1635030,1,S2HT1,HAA5,2.19,2.17625,0.13725,0.2115,18.6825,0.4325,3.5775,0,23.965
IL1635040,7,S2DBP1,HAA5,2.45,0.6675,0,0.18,13.5,0.205,1.025,0,6.4
IL1670300,16703,CO2B,HAA5,6.245,3.445,1.715,2.3,16.7,1.7735,0,0,4.23
IL1671200,3,S2HT1,HAA5,3.366666667,1.013333333,0.136666667,0.54,18.3,0,0,0,3.966666667
IL1770200,8,S2HH1,HAA5,5.925,6.725,3.38,2.435,6.56,2.65,0,0,6.165
IL1790200,18,S2HT2,HAA5,2.5,2.97,1.17,1.275,4.255,0.775,0,0,4.265
IL1790500,12,S2HH1,HAA5,0.8255,0,0,0,10.055,0.69,0,0,2.575
IL1790750,8,S2HT2,HAA5,1.79,2.145,0,0,5.595,1.5145,0,0,7.415
IL1795040,15,S2DBP1,HAA5,1.25,0.77,0.91,2.05,0.8,0.36,0,0,0
IL1835120,3,S2HT2,HAA5,2.53275,0.67025,0,0.48275,10.7525,0,1.145,0,2.975
IL1895600,1,S2HT1,HAA5,4.1,3.975,1.62,0.3475,22.5,0.18,1.625,0,20.1
IL1915100,30001,DS1,HAA5,6.49225,2.36325,0.688,1.399,18.172125,0.28125,0,0,5.71225
IL1955040,10,S2HT1,HAA5,1.5,0,0.755,2.25,0.64,0.885,0,0,0
IL1970100,1,S2HH1,HAA5,3.5,5.3,2.075,0.9975,6.625,0.2925,0,0,8.725
IL1970250,16,S2HH1,HAA5,1.3,0.97,0.52,0.81,1.7,0,0,0,1.3
IL1970400,15,S2DBP1,HAA5,3,1.75,0.76,0.75,16,0.425,1.7,0,8.25
IL1970450,38,S2DBP1,HAA5,0,0,0,0,0,0,0,0,0
IL1970500,7,S2HT1,HAA5,2,1.6,1.17,1.09,2.2,0.195,0,0,1.75
IL1970600,1,S2HH1,HAA5,2.675,3.975,1.3,0.72,4.825,0,0,0,8.45
IL1970700,1,S2HT2,HAA5,3.25,4.425,1.425,0.9575,6.4,0.26,0,0,8.875
IL1970800,1,S2DBP1,HAA5,4.225,4.875,1.6,1.325,8.775,0,0,0,9.925
IL1970900,20,S2HT2,HAA5,1.847918,0.994729,1.591504,2.947655,0.796635,0,0,0,0
IL1974151,2,S2HT3,HAA5,4.175,5.3,1.445,1.4,7.45,0.3875,0,0,7.2
IL1975080,12,S2HT2,HAA5,0.5,0.325,0.285,0.35,0.55,0,0,0,0.485
IL1990400,1,S2HT2,HAA5,2.795,0.319,0,0.3965,17.1,0,1.9225,0,1.995
IL1990550,1,S2DBP1,HAA5,2.675,0.155,0,0.39875,14.83,1.155,1.8275,0,2.545
IL1995200,4,S2HT2,HAA5,1.9225,0.5425,0,0.11275,17.8,0.355,1.6975,0,7.67
IL2010150,10,S2HH1,HAA5,1.26,1.405,0.3575,0.2225,3.005,0.87,0,0,3.03
IL2010250,30001,DS1,HAA5,0.6535,0,0,0,1.9145,0,0,0,0.2865
IL2010300,71,S2HT3,HAA5,0.875,0.73,0,0,2.9435,0,0,0,1.744
IL2010450,30001,DS2,HAA5,0.8535,1.238,0.7265,0.941,0.431,0,1.3,0,0.306
IL2015500,9,S2HT1,HAA5,1.915,0.7115,0.7235,1.355,1.5495,0.903,0,0,0.515
IL3152850,30001,DS1,HAA5,0.3555,0,0,0,1.203,0,0,0,0
IN2640883,30001,DS1,HAA5,0,0,0,0,0.3995,0,0,0,0
IN5201002,30001,DS1,HAA5,0.705,2.05,1.9,0.345,0.705,0,0,0,1.5
IN5202009,14572,HAA1,HAA5,1.3575,0,0,0.083,12.0725,0,0,0,2.4455
IN5202020,13518,HAA3,HAA5,2.61,0.51375,0,0.232,19.57,0,1.0675,0,2.755
IN5203002,13528,THM1,HAA5,1.82,2.535,1.3655,0.687,4.635,0,0,0,2.305
IN5203004,13530,THM2,HAA5,2.1,0,0,0.9,3.9,0,0,0,1.4
IN5206003,13549,THM1,HAA5,1.1525,0.988,0,0.2775,5.94,0,1.085,0,4.665
IN5207001,13558,THM1,HAA5,3.325,5.0055,1.4155,1.2235,6.175,0.1915,0,0,5.74
IN5209012,13582,THM1,HAA5,4.25,2.1,3.75,7,1.38,0.65,0,3.6,0.83
IN5210002,13585,THM1,HAA5,0.6195,2.12375,0.12025,0,7.4425,0,0,0,27.7125
IN5210005,13587,THM2,HAA5,3.8,5.25,1.65,1.5,5.85,0.195,0,0,8.1
IN5210010,13592,THM1,HAA5,3.85,5.7,2.65,1.2,5.05,0.215,0,0,6.35
IN5210011,16322,STAGE11,HAA5,4.5,6.4,1.6,0.88,6.3,0.42,0,0,7.3
IN5210016,13597,STAGE11,HAA5,3.75,3.8,1.85,1.65,4.65,0,0,2.25,4.05
IN5211001,13601,THM2,HAA5,2.42,1.61,0.74,0.27,4.84,0,0,0,4.045
IN5212003,13611,HAA1,HAA5,3.255,4.42,0.8845,0.8745,11.55,0,0,0,12.09
IN5214007,13626,THM1,HAA5,3.7,1.9,0.895,1.2,8.3,0.23,0,0,4.25
IN5216002,13640,HAA1,HAA5,2.213333333,2.266666667,0.6,0.562,15.5,0,0,0,15.56666667
IN5217001,13644,THM2,HAA5,1.15,1.039,0,0,3.905,0,0,0,4.085
IN5218012,13661,STAGE11,HAA5,1.625,1.825,0.445,0.3,5.675,0,0,0,14.45
IN5219009,13676,THM2,HAA5,1.6325,1.37,0,0,12.425,0,0,0,12.2925
IN5219012,13677,STAGE11,HAA5,1.3125,1.4575,0.0845,0,16.175,0,1.1325,0,19.275
IN5220008,13681,HAA1,HAA5,3.44,2.195,0.415,0.4885,10.13,0,0,0,7.865
IN5220009,13682,HAA1,HAA5,3.63,2.915,2.03,1.665,4.865,0.2125,0,0,2.81
IN5220012,30001,DS1,HAA5,0.5555,0.272,0,0,4.8045,0,0,0,3.7705
IN5220027,30001,DS1,HAA5,0.733,0,0,0,3.5615,0,0,0,1.868
IN5220037,30001,DS1,HAA5,0.5,0,0,0,1.6135,0,0,0,0.7865
IN5221001,13706,HAA2,HAA5,1.5,0.815,0.625,0.9,1.35,0.185,0,0,0.585
IN5226008,13737,HAA1,HAA5,0.62,0.31,0.305,0.395,0.445,0,12.35,0,0
IN5227014,13747,STAGE11,HAA5,0.5235,0,0,0,1.765,0,0,0,0
IN5228003,13756,HAA1,HAA5,0.763,0.8515,0.445,0.6405,0.3945,0,0,0,0
IN5229004,13766,HAA1,HAA5,3.74,3.1125,1.8075,1.7775,4.4125,0.42275,0,0,2.4525
IN5229009,13771,HAA1,HAA5,2.315,2.25,0.566,0.6405,6.525,0,0,0,6.148
IN5229015,13777,THM2,HAA5,2.25,2.35,1.76,1.7,5.7,0.25,0,0,5.955
IN5230004,13788,HAA1,HAA5,2.2,1.9,0.935,0.715,3.7,0,0,0,2.7
IN5231003,30001,DS1,HAA5,1.9425,0.624,0.678,1.4415,1.7905,0.223,0,0,0
IN5231005,13795,HAA1,HAA5,4.11,4.95,1.52,1.187,6.805,0.208,0,1.12,7.245
IN5232002,13799,THM1,HAA5,1.65,1,0.3,0.295,7.52,0,1.3,0,5.65
IN5232020,13815,HAA1,HAA5,4,4.36,1.955,1.745,5.28,0.199,0,0,3.38
IN5233011,13828,THM2,HAA5,2.15,1.5,1.02,1.3,1.8,0.17,0,0,1.15
IN5234007,13837,THM3,HAA5,1.85,2.2725,0.8475,0.5125,5.2,0,0,0,10.7
IN5235005,13849,STAGE11,HAA5,2.7,2,0.69,0.64,11.1,0,0,0,6.4
IN5235012,30001,DS2,HAA5,2.4495,0.9585,0.942,1.916,2.5765,0.178,0,0,0.686
IN5236003,14583,HAA1,HAA5,3.845,2.025,1.635,3.22,3.935,0.4225,3.2,0,2.0265
IN5236005,13860,THM1,HAA5,1.6,1.85,0.665,0.58,3.25,0,0,0,2.65
IN5237005,30001,DS1,HAA5,2.4,1.6,0.51,0.455,7.35,0,0,0,3.4
IN5239006,13881,THM1,HAA5,1.16,1.25,0.781,0.924,1.0105,0,0,0,0.277
IN5240002,30001,DS1,HAA5,2.1915,1.7135,0.8425,0.8425,3.275,0,0,0,1.5025
IN5240006,13886,THM1,HAA5,2.185,1.044,0.627,1.176,3.41,0,0,0,1.385
IN5241001,13890,THM1,HAA5,2.345,1.575,1.875,3.62,1.49,0.3655,0,0,0.69
IN5241005,13894,HAA1,HAA5,1.35,1.45,0.57,0.465,2.85,0,0,0,3
IN5241015,30001,DS2,HAA5,1.094,1.0665,0.5355,0.611,1.494,0,0,0,0.605
IN5242014,13913,STAGE11,HAA5,3.105,1.321,0.5535,1.378,4.3385,0,0,0,1.5185
IN5242018,30001,DS2,HAA5,4.09,3.4075,1.587,2.029,5.2,0.4485,0,0,2.8615
IN5243030,13944,THM1,HAA5,2.9,2.5,1.45,1.5,4.6,0.17,0,0,3
IN5245008,13975,THM2,HAA5,3.7075,2.815,1.1365,1.595,7.1575,0.4375,0,0,4.11
IN5245011,13978,STAGE11,HAA5,1.60575,2.345,0.85725,0.53975,2.4475,0.308,2.055,0,2.63
IN5245012,13979,HAA1,HAA5,3.14,4.4575,1.15725,0.94575,7.5925,0.31825,0,0,6.7075
IN5245015,13982,THM2,HAA5,3.275,2.75,0.8925,1.0625,6.05,0.285,0,0,5.675
IN5245019,16088,STAGE11,HAA5,1.6075,1.93,0.894,0.6625,2.34,0,1.635,0,2.7975
IN5245020,13985,HAA2,HAA5,1.6875,2.4325,0.927,0.73475,2.7025,0.39875,5.275,0,2.8825
IN5245021,17005,HAA1,HAA5,1.7275,2.1675,1.03675,0.77675,3.4225,0.19375,0,0,2.92
IN5245031,16155,HAA1,HAA5,1.705,2.185,1.04875,0.766,2.3525,0.1375,5.455,0,2.245
IN5245041,17007,THM1,HAA5,2.8825,5.2425,1.361,2.34,6.08,0.198,0,0,7.345
IN5245043,13998,THM2,HAA5,0.22,0,0,0.15,4.7715,0.2805,1.38,0,1.38
IN5245057,30001,DS1,HAA5,3.381,2.312,0.98675,1.00425,7.596,0.204,0,0,4.091
IN5246017,14024,STAGE11,HAA5,1.715,1.71,0.4815,0.301,4.45,0,0,0,2.97
IN5246020,14025,HAA1,HAA5,1.0305,1.8525,0.5365,0.21925,2.15,0.26075,0,0,3.5075
IN5247001,14040,HAA1,HAA5,3.2675,1.8825,0.449,0.49975,18.4425,0,0.765,0,15.645
IN5247004,17116,TTHM4,HAA5,2.525,2.0175,0.8325,0.8,6.4,0,0,0,7.585
IN5248002,14045,STAGE11,HAA5,1.86425,2.32,0.81225,0.6875,3.0525,0,0,0,3.7825
IN5249004,14071,THM2,HAA5,4.725,4.845,1.01825,0.72025,19.35,0,0.5675,0,15.95
IN5249005,14072,THM1,HAA5,4.83,6.495,1.89,1.35,10.265,0,6.8,0,9.735
IN5249008,14075,THM1,HAA5,2.805,1.89,2.2325,2.0575,2.65,0.2125,0,0.585,1.107
IN5250010,14086,HAA1,HAA5,1.855,2.77,0.5975,0.159,6.26,0,0,0,7.755
IN5252016,14111,HAA1,HAA5,2.065,1.99,1.37,0.7385,2.855,0,0,0,2.785
IN5253002,14118,STAGE11,HAA5,1.2525,0.909,0.079,0,22.225,0,1.535,0,14.6
IN5253004,17108,THM2,HAA5,1.2675,0.6,0,0,23.625,0,0,0,16.8
IN5253007,30001,DS1,HAA5,1.5235,1.341,0.13075,0,26.46825,0.115,0.941,0,14.652
IN5254005,14126,THM1,HAA5,2.2,2.15,0.795,0.675,4.25,0,0,0,4.4
IN5255009,14146,THM1,HAA5,0.56,0,0,0.322,1.03,0,0,0,0
IN5263001,30001,DS2,HAA5,1.43475,1.17025,0.1335,0,20.856125,0,0.78675,0,17.82725
IN5264029,14229,STAGE11,HAA5,3.16,4.34,1.44,0.8865,5.215,0,0,0,5.295
IN5267004,14254,THM1,HAA5,2.1,2.1,0.63,0.34,6.533333333,0.16,0.666666667,0,5.933333333
IN5271009,14291,THM2,HAA5,3.6,4.885,1.255,0.9775,6.025,0,0,0,8.02
IN5271014,14295,THM4,HAA5,1.805,0.9575,0.9315,1.2485,1.28,0.221,0,1.18,0.325
IN5272002,14305,THM1,HAA5,4.8125,4.835,1.765,1.4875,8.545,0.38025,0,0,5.0425
IN5273002,14308,THM1,HAA5,1.55,1.2,0.675,1.14,1.65,0,0,0,1.115
IN5279013,14376,THM2,HAA5,1.61,0,0,1.24,1.56,0,0,0,0
IN5279015,14378,THM2,HAA5,0.1685,0,0.462,1.705,0,0.1835,0,0,0
IN5279020,14382,THM1,HAA5,1.4,1.19,0.575,1.35,1.205,0,0,0,0.38
IN5282002,17298,HAA2,HAA5,3.8,4.775,0.7625,0.34,14.425,0,0,0,15.825
IN5282003,16139,THM2,HAA5,8.245,7.195,1.18375,1.553,37.35,2.08,2.2675,0,30.525
IN5283004,30001,DS1,HAA5,0.81,0,1.055,2.5915,0.41,0.801,0,0,0
IN5284012,14419,STAGE11,HAA5,2.55,4.9,2,0.725,4.4,0.22,0,0,5
IN5285003,14440,THM1,HAA5,1.6,1.7,0.66,0.395,3.2,0,0,0,3
IN5287001,14458,THM2,HAA5,2.4,2.4,1.105,0.665,6.5,0,0,0,3.05
IN5287002,14459,THM3,HAA5,2.6,2.65,1.75,1.35,2.85,0,0,0,2
IN5287004,14461,THM1,HAA5,5.6,4.95,3.8,3.5,5.05,0.72,0,0,3.2
IN5289012,14479,HAA1,HAA5,1.475,1.65,0.195,0.18,7.025,0,0,0,10.9
IN5291011,30001,DS1,HAA5,1.8875,1.8845,0.3755,0.223,3.897,0,1.7,0,3.4565
KS2000103,30001,DS1,HAA5,1.815,0.185,0,0.505,6.025,0.1875,0.725,0,1.0175
KS2000506,3,SZ1,HAA5,4.315,3.285,0.97075,0.8785,17.63,0.2695,0,0,6.99
KS2000911,90001,LRAA2,HAA5,1.5,0.955,0.94,2.05,0.93,0,0,0,0.27
KS2001503,30001,DS2,HAA5,3.425,4.025,1.11,0.615,6.825,0.24,0,0,6.25
KS2001507,30001,DS1,HAA5,4.40725,2.67925,1.987,3.6515,5.09275,1.11425,0,0,1.73775
KS2001511,2,DP02,HAA5,4.755,2.205,0.3855,0.87325,14.52,0,0.505,0,5.7675
KS2003108,30001,DS1,HAA5,3.925,4.85,0.4375,0.0825,21,0.085,0,0,22
KS2003304,30001,DS1,HAA5,0,0,0,0,0,0,0,0,0
KS2003509,6,DS1,HAA5,2.985,1.895,1.88,2.155,2.08,0.487,0,3.005,0.952
KS2003513,67156,LRAA4,HAA5,1.54975,1.2125,0.17575,0.148,8.46,0.10725,0.6575,0,4.375
KS2003701,30001,DS2,HAA5,11.175,8.675,3.3225,3.3125,14.75,0.2625,0,0.6,16.8
KS2003705,99001,LRAA4,HAA5,0.79,0,0.57,16.965,0.205,0.515,0,0,0
KS2003720,30001,DS1,HAA5,0,0,0,0.41,0,0,0,0,0
KS2004503,7,K1,HAA5,8.765,4.395,1.729,3.3275,14.62,0.397,0.6425,0,4.82
KS2004513,44934,DS002,HAA5,5.4,3.45,0.8875,0.73,19.3,0,0.875,0,11.275
KS2005111,23610,LRAA3,HAA5,5.675,1.484,2.7465,8.331,3.6095,0.617,0,1.1285,0.597
KS2005511,8,LRAA3,HAA5,0,0,0,0.31,0,0.18,9.5,0,0
KS2005710,90001,DBP02,HAA5,0.195,0,0,0.705,0.435,0.185,0,0,0.265
KS2005906,4927,DBP4,HAA5,5.8425,2.25175,0.29575,0.57575,27.025,0.20775,1.1475,0,10.9725
KS2006108,3,LRAA2,HAA5,7.645,4.94,3.605,5.635,7.8,0.714,0,2.385,2.735
KS2006114,2,853,HAA5,7.2,3.8,2.45,5.55,7.1,0.33,0,2.35,1.655
KS2007904,30001,DS1,HAA5,1.5,0.27,0.675,1.3,0.85,0.185,0,0,0
KS2007905,952,LRAA3,HAA5,2.55,0.935,0.93,2.3,2.15,0.755,0,0,0.375
KS2009106,4053,EP005,HAA5,4.275,2.85,0.79,1.09,9.275,0.1875,0,0,5.575
KS2009110,99001,D007,HAA5,2.35,0.2595,0,0.45575,14.275,0,0,0,0.8275
KS2009115,3,DBP1,HAA5,6.0275,4.995,2.66,3.01,10.09,0.4775,0,0.5025,3.735
KS2009914,99001,LRAA2,HAA5,4.2175,6.64,0.9475,0.23425,24.55,0.1805,1.6,0,26.8125
KS2010311,1,3,HAA5,5.7875,2.4125,1.26125,1.73,12.575,0.3,1.1125,0.5275,6.25
KS2010317,10011,11,HAA5,3.225,0.94,0.415,1.015,9.825,0,0,1.15,1.7
KS2011105,7,DBP2,HAA5,0.5875,0,0,0,2.3425,0.108,0,0,0
KS2011110,30001,DS2,HAA5,4.51,2.525,0.6,1.185,16.875,0.145,0.95,0,9
KS2011309,90015,DBP01,HAA5,0.389,0,0.242,0.9135,0.1025,0,0,0,0
KS2015509,2,LRAA1,HAA5,3.05,0.495,0.765,3.2,1.76,0.8,0,0,0.33
KS2016112,5057,MR0001,HAA5,4.88,1.131,0.727,2.615,8.47,0,0,0,1.635
KS2016914,4,LRAA1,HAA5,11.38,7.235,4.305,6.1875,15.3675,0.8995,0,0.855,10.63
KS2017308,20,LRAA2,HAA5,4.575,2.1225,1.7275,2.735,6.4775,0.20775,0,0,1.78
KS2017312,30001,DS1,HAA5,0.53,0,0.685,1.8,0,0,0,0,0
KS2017322,67060,DS4,HAA5,1.2,0.35,0.3,1.3,1.45,0.6,0,0,0.345
KS2017328,33729,SP004,HAA5,5.185,3.99825,2.901,3.0385,8.3895,0.40275,0,0,3.50725
KS2017504,90001,LRAA4,HAA5,1.3135,0,0,1.7835,1.516,0,0,0,0
KS2017701,4,LRAA3,HAA5,6.4075,5.1675,1.078,1.147,36.05,0.11025,4.24,0,20.215
KS2017718,90001,DS01,HAA5,1.036666667,0.55,0.13,0.376666667,6.7,0,0,0,13.93333333
KS2018501,30001,DS1,HAA5,0.664,0,0,0.5545,0.6765,0,0,0,0
KS2019119,30001,DS2,HAA5,9.25,4.5,3.925,6.15,6.875,1.185,27.5,0,2.55
KS2020906,3,DS1,HAA5,5.475,5.1,1.2825,1.155,12.55,0.2175,0,0,9.2
KY0011016,40000,183,HAA5,2.275,1.6,0.1125,0.0925,20,0,1.2,0,14.5
KY0020956,99001,SM4,HAA5,3.18,2.6525,0.2625,0,23.85,0,0,0,28.075
KY0030239,30000,210,HAA5,3.425,4.3075,0.615,0.22,19.275,1.1775,1,0,25.55
KY0050929,20002,40,HAA5,2.6925,2.3375,0.4325,0.21,15.625,0.0775,0,0,14.57
KY0070282,4,124,HAA5,1.625,1.4425,0,0,23.6,0.0825,0,0,30.95
KY0070353,3,SM5T2PV,HAA5,1.68,1.9575,0,0,16.0975,0,0,0,20.885
KY0080034,1986,MR001,HAA5,4.05,1.365,0.969,2.578,6.875,0.105,0,1,2.675
KY0080135,80135,175,HAA5,3.2,1.525,0.775,2.41,4.46,0.075,0,0.725,1.9975
KY0090343,10001,192,HAA5,2.35,2.91,0.0925,0,30.25,0,0.6,0,39
KY0100011,10001,TM3,HAA5,6.5275,5.305,1.2075,1.17,20.975,0,0,0,20.875
KY0100944,99001,SM8,HAA5,2.075,4.225,0.39,0.09,15.8,0,1.075,0,32.5
KY0110097,256,257,HAA5,1.775,2.35,0.1,0,12.9,0,0,0,16
KY0140079,30001,DS1,HAA5,0,0,0,0,0.205,0,0,0,0
KY0140966,105,22,HAA5,0.36,0,0,0,1.46,0,0,0,0
KY0150300,50300,111,HAA5,2.2975,1.5885,0.53025,0.4365,9.2925,0,0,0,3.6825
KY0160052,30000,0000CM02,HAA5,2.885,4.42,0.443,0,22.425,0,0.7725,0,35.625
KY0180306,2282,250,HAA5,0.5595,0,0,0.476,0.806,0,0,0,0
KY0220164,20164,DSSM4,HAA5,7.1775,7.4,2.4995,2.81525,12.7475,0.2775,0,0,11.9825
KY0220555,199,8,HAA5,2.675,4.2,0.37,0.09,23.825,0.075,0.8,0,28.825
KY0230556,30001,AV2,HAA5,1.5675,1.9,0,0,17.25,0,1.75,0,22.5
KY0240201,202,202,HAA5,3.9025,3.775,0.65,0.3025,15.62,0,0,0,18.25
KY0240521,42240,78,HAA5,4.1475,5.1275,0.7025,0.0825,18.4275,0,0,0,21.1
KY0250473,10002,SM5,HAA5,2.795,2.725,0.2015,0.082,22.05,0.0885,0.5325,0,28.925
KY0260737,10001,109,HAA5,2.925,3.57,0.435,0.3425,16.675,0,0.675,0,19
KY0270003,99001,S24,HAA5,2.255,1.575,0.085,0,20.725,0,0,0,22.45
KY0300109,109,DS091,HAA5,4.12,2.195,1.145,3.345,4.445,0,0,0,1.4
KY0300336,2704,U990003,HAA5,3.77,1.275,1.61,2.675,4.04,0,0,1.115,1.535
KY0300387,2741,DS027,HAA5,4.22,1.74,1.46,2.66,4.91,0.1655,0,0,1.975
KY0300450,450,DS002,HAA5,5.235,2.105,1.525,3.61,6.015,0.155,0,0,2.285
KY0310114,208,208,HAA5,3.03,3.7075,0.11,0.1275,23.425,0,2.025,0,30.3
KY0340250,50000,703,HAA5,2.975,2.925,0.345,0.205,17.75,0,0,0,18.75
KY0350133,2824,MR002,HAA5,2.45,4.375,0.42,0.2225,14.375,0.0825,0,0,26.5
KY0360026,30001,DBP1,HAA5,4.305,6.43,3.8625,1.8525,5.805,0,0,0.5325,12.5775
KY0360358,10001,2,HAA5,6.2375,5.675,1.375,1.6,22.3,0,0,0,25.55
KY0370143,20000,S16,HAA5,4.4425,2.9825,0.3475,0.3725,16.06,0,0,0,14.325
KY0400151,2942,DS1,HAA5,2.1125,2.875,0.08,0.0925,17.45,0.0875,2.15,0,27.25
KY0410047,12445,TH4,HAA5,2.695,1.1125,0.7025,0.78,5.27,0,0,0,7.0025
KY0420274,10500,SM3,HAA5,0.16,0,0,0.21,3.545,0,0,0,0.285
KY0430616,3081,187,HAA5,1.512,1.87,0,0,15.6825,0,0.545,0,26.075
KY0440167,40167,TH7,HAA5,2,2.175,0,0,18.75,0,1.375,0,23.25
KY0450169,30001,SM3,HAA5,3.5,3.025,0.2375,0.24,26.75,0,0.8,0,22.5
KY0450376,30001,DS2,HAA5,7.475,6.7,1.89,1.605,14.75,0.72,1.4,0,16.25
KY0470175,3238,204,HAA5,2.505,1.5525,0.355,0.13,12.865,0,0,0,11.845
KY0470393,10001,157,HAA5,1.7275,1.2325,0,0,9.17,0,0,0,10.2675
KY0470990,50000,8,HAA5,1.1205,0.15375,0.43575,1.1775,1.1505,0,0,0,0
KY0480498,30001,DS2,HAA5,2.5425,2.0725,0.3425,0.2975,11.075,0,10.25,0,11.2
KY0490179,90001,EP707,HAA5,2.475,2.175,0,0.0925,21.95,0.0925,1.525,0,16.5
